title,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9
B751025206PH04PHOT68_bureauJMT_02_1_1_035,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_036,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_037,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_038,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_039,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_040,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_041,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_042,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,4. Inscription,4.1 Arménien,
B751025206PH04PHOT68_bureauJMT_02_1_1_043,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_044,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.2.1 Pierre tombale,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_045,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_1_046,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_047,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_1_048,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.1 Décor figuratif,4. Inscription,4.1 Arménien,,
B751025206PH04PHOT68_bureauJMT_02_1_1_049,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_003,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.4.2 Chapiteau,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_005,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.4.2 Chapiteau,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_006,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_007,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.4.2 Chapiteau,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_008,1.1. Photographie,2.6 Végétal,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_009,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.4.2 Chapiteau,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_010,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_011,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_012,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_013,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_014,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_015,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_016,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_017,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_018,1.1. Photographie,2.4 Paysage,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_019,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_020,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.2 Chapiteau,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,
B751025206PH04PHOT68_bureauJMT_02_1_2_021,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.2 Chapiteau,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_022,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.2 Chapiteau,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_2_023,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_024,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_025,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_026,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_027,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_028,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_029,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_030,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_031,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.4.2 Chapiteau,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_032,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_033,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_2_034,1.1. Photographie,2.1. Architecture,2.1.4 Elément architectural isolé,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_3_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_3_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_3_003,1.1. Photographie,2.1. Architecture,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_3_004,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,"2.1.2.5 Monolithe préchrétien (vishapakar, menhir, etc)",2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_3_005,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,"2.1.2.5 Monolithe préchrétien (vishapakar, menhir, etc)",,,,,
B751025206PH04PHOT68_bureauJMT_02_1_3_006,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,"2.1.2.5 Monolithe préchrétien (vishapakar, menhir, etc)",2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_3_007,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,"2.1.2.5 Monolithe préchrétien (vishapakar, menhir, etc)",,,,,
B751025206PH04PHOT68_bureauJMT_02_1_3_008,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,"2.1.2.5 Monolithe préchrétien (vishapakar, menhir, etc)",,,,,
B751025206PH04PHOT68_bureauJMT_02_1_4_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_4_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_4_003,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.2 Monument mineur et pierres tombales,2.1.2.3 Monument à colonne ou à stèle quadrilatérale,,,,
B751025206PH04PHOT68_bureauJMT_02_1_4_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.2 Monument mineur et pierres tombales,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_4_005,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.2 Monument mineur et pierres tombales,2.1.2.3 Monument à colonne ou à stèle quadrilatérale,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_4_006,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.2 Monument mineur et pierres tombales,2.1.2.3 Monument à colonne ou à stèle quadrilatérale,,,,
B751025206PH04PHOT68_bureauJMT_02_1_4_007,1.1. Photographie,2.1. Architecture,2.1.2 Monument mineur et pierres tombales,2.1.4.2 Chapiteau,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_5_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_5_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_5_003,1.1. Photographie,2.1.1.7 Maison et autre bâtiment vernaculaire,2.4 Paysage,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_5_004,1.1. Photographie,2.3.2 Scène de vie,2.5 Animal,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_5_005,1.1. Photographie,2.1.1.7 Maison et autre bâtiment vernaculaire,2.4 Paysage,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_003,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_004,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_005,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_006,1.1. Photographie,2.1. Architecture,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_007,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_008,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_009,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_010,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_011,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_012,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_013,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_014,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_015,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_016,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_017,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_018,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_019,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_020,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_021,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_022,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_023,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_024,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_025,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_026,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_027,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_028,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_029,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_030,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_031,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_032,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_033,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_034,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_035,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_036,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_037,1.1. Photographie,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_038,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_039,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.6 Portail,2.3 Personne,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_040,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.2 Chapiteau,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,4. Inscription,4.1 Arménien
B751025206PH04PHOT68_bureauJMT_02_1_6_041,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.1 Base,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_1_6_042,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_043,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_044,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_045,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_046,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_047,1.1. Photographie,2.1. Architecture,2.1.5 Décor sculpté,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_6_048,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.6 Portail,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_003,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_005,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_006,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_007,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_008,1.2 Reproduction de plan architectural,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_009,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_010,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.6 Décor peint,3.1 Décor figuratif,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_011,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_012,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_013,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_014,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_015,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_016,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_017,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_7_018,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_8_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_8_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_8_003,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.6 Décor peint,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_8_004,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.6 Décor peint,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_8_005,1.1. Photographie,2.1. Architecture,2.1.1.1 Eglise,2.1.6 Décor peint,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_8_006,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_8_007,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_001,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_002,1.4. Matériel de conditionnement,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_003,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_004,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_005,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.6 Décor peint,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_006,1.1. Photographie,2.4 Paysage,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_007,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.6 Décor peint,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_008,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.3 Personne,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_009,1.1. Photographie,2.1. Architecture,2.1.6 Décor peint,3.1 Décor figuratif,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_010,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_011,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_012,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_013,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_014,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.7 Niche,3.1 Décor figuratif,3.2 Décor ornemental et à croix,3.3. Décor animalier,,
B751025206PH04PHOT68_bureauJMT_02_1_9_015,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_016,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.6 Décor peint,3.1 Décor figuratif,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_017,1.1. Photographie,2.4 Paysage,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_018,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_019,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_020,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_021,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_022,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_023,"1.3 Autre document reproduit (gravure, dessin, etc)",2.1.6 Décor peint,3.2 Décor ornemental et à croix,,,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_024,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_1_9_025,1.2 Reproduction de plan architectural,2.1.1 Edifice,2.1.1.1 Eglise,,,,,,
