title,image_url,clustering_id,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9
B751025206PH04PHOT68_bureauJMT_02_2_3_043,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000043.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,"2.1.1.6 Architecture fortifiée (tour, forteresse...)",,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_044,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000044.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_045,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000045.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_046,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000046.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_047,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000047.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_048,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000048.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_049,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000049.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_050,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000050.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_051,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000051.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_052,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000052.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_053,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000053.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_054,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000054.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_055,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000055.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_056,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000056.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_057,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000057.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_058,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000058.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.7 Niche,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_059,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000059.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_060,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000060.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_061,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000061.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_062,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000062.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_063,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000063.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4bis Elément architectural inséré,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_064,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000064.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_065,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000065.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,
B751025206PH04PHOT68_bureauJMT_02_2_3_066,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000066.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.4 Fenêtre,2.1.4.6 Portail,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_067,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000067.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.4.4 Fenêtre,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_068,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000068.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_069,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000069.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.4.6 Portail,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_070,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000070.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_071,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000071.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_072,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000072.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_073,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000073.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_074,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000074.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_075,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000075.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_076,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000076.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_077,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000077.tif/full/full/0/default.jpg,,1.1. Photographie,2.4 Paysage,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_077.jpg,B751025206PH04PHOT68_bureauJMT_02_2_3_077.jpg,2.0,,,,,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_078,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000078.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.4 Paysage,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_079,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000079.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_080,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000080.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_081,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000081.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_082,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000082.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_083,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000083.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_084,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000084.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,2.1.5 Décor sculpté,3.2 Décor ornemental et à croix,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_085,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000085.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_086,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000086.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,,,,,
B751025206PH04PHOT68_bureauJMT_02_2_3_087,https://bibliotheque-numerique.inha.fr/i/?IIIF=/c7/ee/4f/c7/c7ee4fc7-58c4-492f-8f53-c95226ca6c2c/iiif/1109_doucet_4PHOT68_bureauJMT_02_2_3_000087.tif/full/full/0/default.jpg,,1.1. Photographie,2.1. Architecture,2.1.1 Edifice,2.1.1.1 Eglise,"2.1.1.6 Architecture fortifiée (tour, forteresse...)",2.4 Paysage,,,
B751025206PH04PHOT68_salon_12_2_001,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000001.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_001.jpg,B751025206PH04PHOT68_salon_12_2_001.jpg,0.0,,,,,,,,,
B751025206PH04PHOT68_salon_12_2_002,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000002.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,3.2 Décor ornemental et à croix,,,,,
B751025206PH04PHOT68_salon_12_2_002.jpg,B751025206PH04PHOT68_salon_12_2_002.jpg,0.0,,,,,,,,,
B751025206PH04PHOT68_salon_12_2_003,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000003.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_003.jpg,B751025206PH04PHOT68_salon_12_2_003.jpg,0.0,,,,,,,,,
B751025206PH04PHOT68_salon_12_2_004,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000004.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_004.jpg,B751025206PH04PHOT68_salon_12_2_004.jpg,0.0,,,,,,,,,
B751025206PH04PHOT68_salon_12_2_005,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000005.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_005.jpg,B751025206PH04PHOT68_salon_12_2_005.jpg,0.0,,,,,,,,,
B751025206PH04PHOT68_salon_12_2_006,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000006.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_006.jpg,B751025206PH04PHOT68_salon_12_2_006.jpg,0.0,,,,,,,,,
B751025206PH04PHOT68_salon_12_2_007,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000007.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_008,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000008.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_009,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000009.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_010,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000010.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_011,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000011.tif/full/full/0/default.jpg,,1.1. Photographie,2.1.5 Décor sculpté,3.3. Décor animalier,,,,,,
B751025206PH04PHOT68_salon_12_2_012,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000012.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_013,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000013.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_014,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000014.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_015,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000015.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_016,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000016.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_017,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000017.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_018,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000018.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_019,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000019.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.2 Décor ornemental et à croix,,,,,,
B751025206PH04PHOT68_salon_12_2_020,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000020.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,,,,,,
B751025206PH04PHOT68_salon_12_2_021,https://bibliotheque-numerique.inha.fr/i/?IIIF=/a6/45/03/b1/a64503b1-5dd0-4b4f-857e-cbea92e5cfd0/iiif/1109_doucet_4PHOT68_salon_12_2_000021.tif/full/full/0/default.jpg,,1.1. Photographie,2.2.1 Manuscrit,3.1 Décor figuratif,3.2 Décor ornemental et à croix,,,,,
